facility_id,reporting_quarter,facility_name,district,province,tier_level,gps_lat,gps_lon,nicu_available,nicu_beds,incubators_functional,incubators_total,radiant_warmers,phototherapy_units,cpap_machines,resuscitation_tables,kangaroo_care_space,electricity_reliable,backup_generator,newborn_protocol_exists,protocol_last_updated,death_audits_conducted_pct,staff_trained_on_protocol_pct,quality_improvement_active,supervision_visits_quarterly,hmis_reporting_completeness,bag_mask_ventilation_competency,thermal_care_protocol_compliance,infection_prevention_score,total_nurses,neonatal_trained_nurses,midwives,obstetricians,pediatricians,neonatologists,anesthetists,last_neonatal_training_date,staff_per_delivery_2024,night_shift_coverage,avg_referral_time_hrs,referrals_out_monthly,referrals_in_monthly,oxygen_cylinders_available,oxygen_concentrators,oxygen_plant,ambulance_available,kangaroo_care_practiced,essential_drugs_stockouts_days,antibiotics_available,surfactant_available,referral_feedback_rate,total_deliveries,live_births,neonatal_deaths_0_7d,neonatal_deaths_8_28d,stillbirths,death_birth_asphyxia,death_prematurity,death_sepsis,death_congenital,death_other,preterm_births_28_32w,preterm_births_32_37w,apgar_less_7_at_5min,birth_weight_less_2500g,avg_gestational_age
KAM035,2024Q2,Kamonyi Health Center 2,Kamonyi,Southern,District,-2.5933,30.1455,No,0,1,2,0,1,0,2,Yes,No,No,Yes,2024-03-01,36,10,No,1,50,31,16,49,34,0,12,1,0,0,1,2024-10-01,0.01,,1.3,17,7,1,1,No,Yes,No,22,Rarely,No,21,425,410,23,6,15,7,8,6,2,6,11,48,19,53,36.86666666666667
KAM035,2024Q3,Kamonyi Health Center 2,Kamonyi,Southern,District,-2.5933,30.1455,No,0,1,2,0,1,0,2,Yes,No,No,Yes,2024-03-01,36,10,No,1,50,31,16,49,34,0,12,1,0,0,1,2024-10-01,0.01,,1.3,17,7,1,1,No,Yes,No,22,Rarely,No,21,457,442,22,7,15,7,6,7,0,9,14,57,23,79,37.43333333333333
KAM035,2024Q4,Kamonyi Health Center 2,Kamonyi,Southern,District,-2.5933,30.1455,No,0,1,2,0,1,0,2,Yes,No,No,Yes,2024-03-01,36,10,No,1,50,31,16,49,34,0,12,1,0,0,1,2024-10-01,0.01,,1.3,17,7,1,1,No,Yes,No,22,Rarely,No,21,321,312,15,4,9,5,4,3,1,6,12,42,19,44,37.1
KAM036,2024Q1,Kamonyi Health Center 3,Kamonyi,Southern,District,-2.6061,29.9356,No,0,2,4,2,1,0,1,Yes,No,No,Outdated,2023-01-01,42,21,No,1,80,26,26,48,33,1,11,2,0,0,0,,0.01,Partial,1.5,35,8,5,0,No,No,Partial,28,Rarely,No,50,745,726,37,15,19,13,14,11,3,11,20,76,34,122,37.325
KAM036,2024Q2,Kamonyi Health Center 3,Kamonyi,Southern,District,-2.6061,29.9356,No,0,2,4,2,1,0,1,Yes,No,No,Outdated,2023-01-01,42,21,No,1,80,26,26,48,33,1,11,2,0,0,0,,0.01,Partial,1.5,35,8,5,0,No,No,Partial,28,Rarely,No,50,478,463,24,7,15,8,7,7,1,8,15,50,19,67,37.93333333333334
KAM036,2024Q3,Kamonyi Health Center 3,Kamonyi,Southern,District,-2.6061,29.9356,No,0,2,4,2,1,0,1,Yes,No,No,Outdated,2023-01-01,42,21,No,1,80,26,26,48,33,1,11,2,0,0,0,,0.01,Partial,1.5,35,8,5,0,No,No,Partial,28,Rarely,No,50,403,389,19,6,14,7,6,4,1,7,9,38,16,47,37.03333333333333
KAM036,2024Q4,Kamonyi Health Center 3,Kamonyi,Southern,District,-2.6061,29.9356,No,0,2,4,2,1,0,1,Yes,No,No,Outdated,2023-01-01,42,21,No,1,80,26,26,48,33,1,11,2,0,0,0,,0.01,Partial,1.5,35,8,5,0,No,No,Partial,28,Rarely,No,50,323,315,11,6,8,4,4,3,2,4,13,30,13,47,37.0
RUH037,2024Q1,Ruhango Hospital,Ruhango,Southern,District,-1.967,30.0282,No,0,1,1,3,0,0,2,Partial,No,No,Outdated,2022-11-01,44,34,No,0,63,27,31,51,34,0,7,2,1,0,1,2023-12-01,0.01,,3.2,20,8,5,0,No,No,No,11,Sometimes,No,29,602,588,27,13,14,11,10,8,2,9,17,71,32,87,38.025
RUH037,2024Q2,Ruhango Hospital,Ruhango,Southern,District,-1.967,30.0282,No,0,1,1,3,0,0,2,Partial,No,No,Outdated,2022-11-01,44,34,No,0,63,27,31,51,34,0,7,2,1,0,1,2023-12-01,0.01,,3.2,20,8,5,0,No,No,No,11,Sometimes,No,29,507,493,20,9,14,8,7,6,2,6,14,57,27,68,37.1
RUH037,2024Q3,Ruhango Hospital,Ruhango,Southern,District,-1.967,30.0282,No,0,1,1,3,0,0,2,Partial,No,No,Outdated,2022-11-01,44,34,No,0,63,27,31,51,34,0,7,2,1,0,1,2023-12-01,0.01,,3.2,20,8,5,0,No,No,No,11,Sometimes,No,29,447,437,19,8,10,6,6,5,1,9,14,45,25,67,37.4
RUH037,2024Q4,Ruhango Hospital,Ruhango,Southern,District,-1.967,30.0282,No,0,1,1,3,0,0,2,Partial,No,No,Outdated,2022-11-01,44,34,No,0,63,27,31,51,34,0,7,2,1,0,1,2023-12-01,0.01,,3.2,20,8,5,0,No,No,No,11,Sometimes,No,29,350,340,15,6,10,6,5,4,0,6,9,39,21,53,37.1
RUH038,2024Q1,Ruhango Health Center 1,Ruhango,Southern,District,-1.2026,30.0143,No,0,3,3,3,2,0,2,Partial,No,Yes,Yes,2025-02-01,35,12,No,1,52,13,25,39,30,1,12,2,1,0,1,,0.02,Partial,3.1,21,8,5,0,No,No,Partial,27,Sometimes,No,28,565,550,33,11,15,11,10,9,4,10,18,64,32,78,37.6
RUH038,2024Q2,Ruhango Health Center 1,Ruhango,Southern,District,-1.2026,30.0143,No,0,3,3,3,2,0,2,Partial,No,Yes,Yes,2025-02-01,35,12,No,1,52,13,25,39,30,1,12,2,1,0,1,,0.02,Partial,3.1,21,8,5,0,No,No,Partial,27,Sometimes,No,28,539,525,29,7,14,9,10,8,1,8,18,56,31,61,37.4
RUH038,2024Q3,Ruhango Health Center 1,Ruhango,Southern,District,-1.2026,30.0143,No,0,3,3,3,2,0,2,Partial,No,Yes,Yes,2025-02-01,35,12,No,1,52,13,25,39,30,1,12,2,1,0,1,,0.02,Partial,3.1,21,8,5,0,No,No,Partial,27,Sometimes,No,28,459,444,23,9,15,7,7,5,3,10,19,47,30,71,37.833333333333336
RUH038,2024Q4,Ruhango Health Center 1,Ruhango,Southern,District,-1.2026,30.0143,No,0,3,3,3,2,0,2,Partial,No,Yes,Yes,2025-02-01,35,12,No,1,52,13,25,39,30,1,12,2,1,0,1,,0.02,Partial,3.1,21,8,5,0,No,No,Partial,27,Sometimes,No,28,372,362,19,5,10,7,6,5,1,5,12,49,26,49,37.35
RUH039,2024Q1,Ruhango Health Center 2,Ruhango,Southern,District,-1.6284,29.2091,No,0,1,1,0,2,0,2,Yes,Yes,No,Yes,2025-09-01,44,22,No,1,75,15,31,34,15,2,12,0,0,0,1,2023-05-01,0.01,,1.7,27,12,3,2,No,No,No,31,Rarely,No,25,566,551,30,9,15,10,10,8,2,9,20,65,24,78,37.7
RUH039,2024Q2,Ruhango Health Center 2,Ruhango,Southern,District,-1.6284,29.2091,No,0,1,1,0,2,0,2,Yes,Yes,No,Yes,2025-09-01,44,22,No,1,75,15,31,34,15,2,12,0,0,0,1,2023-05-01,0.01,,1.7,27,12,3,2,No,No,No,31,Rarely,No,25,536,525,30,10,11,10,9,8,2,11,16,66,30,88,37.666666666666664
RUH039,2024Q3,Ruhango Health Center 2,Ruhango,Southern,District,-1.6284,29.2091,No,0,1,1,0,2,0,2,Yes,Yes,No,Yes,2025-09-01,44,22,No,1,75,15,31,34,15,2,12,0,0,0,1,2023-05-01,0.01,,1.7,27,12,3,2,No,No,No,31,Rarely,No,25,336,324,14,5,12,4,3,3,0,9,12,39,18,49,37.1
RUH039,2024Q4,Ruhango Health Center 2,Ruhango,Southern,District,-1.6284,29.2091,No,0,1,1,0,2,0,2,Yes,Yes,No,Yes,2025-09-01,44,22,No,1,75,15,31,34,15,2,12,0,0,0,1,2023-05-01,0.01,,1.7,27,12,3,2,No,No,No,31,Rarely,No,25,305,294,14,5,11,5,5,4,1,4,8,35,18,36,38.05
NYA040,2024Q1,Nyamagabe Hospital,Nyamagabe,Southern,Health Center,-1.5259,30.2223,No,0,2,4,2,2,0,1,Yes,Yes,Yes,Yes,2024-07-01,43,9,No,1,61,25,12,51,26,1,8,2,0,0,0,2022-04-01,0.01,Partial,1.2,19,2,2,1,No,Yes,No,21,Rarely,No,36,316,304,15,5,12,5,5,1,0,9,8,26,15,41,38.225
NYA040,2024Q2,Nyamagabe Hospital,Nyamagabe,Southern,Health Center,-1.5259,30.2223,No,0,2,4,2,2,0,1,Yes,Yes,Yes,Yes,2024-07-01,43,9,No,1,61,25,12,51,26,1,8,2,0,0,0,2022-04-01,0.01,Partial,1.2,19,2,2,1,No,Yes,No,21,Rarely,No,36,278,270,12,5,8,4,2,2,1,8,8,28,11,34,37.36666666666667
NYA040,2024Q3,Nyamagabe Hospital,Nyamagabe,Southern,Health Center,-1.5259,30.2223,No,0,2,4,2,2,0,1,Yes,Yes,Yes,Yes,2024-07-01,43,9,No,1,61,25,12,51,26,1,8,2,0,0,0,2022-04-01,0.01,Partial,1.2,19,2,2,1,No,Yes,No,21,Rarely,No,36,275,267,12,4,8,4,4,2,0,6,8,35,18,32,38.199999999999996
NYA040,2024Q4,Nyamagabe Hospital,Nyamagabe,Southern,Health Center,-1.5259,30.2223,No,0,2,4,2,2,0,1,Yes,Yes,Yes,Yes,2024-07-01,43,9,No,1,61,25,12,51,26,1,8,2,0,0,0,2022-04-01,0.01,Partial,1.2,19,2,2,1,No,Yes,No,21,Rarely,No,36,201,195,9,4,6,3,3,3,0,4,5,22,8,25,37.05
NYA041,2024Q1,Nyamagabe Health Center 1,Nyamagabe,Southern,District,-2.8864,30.7707,No,0,2,3,3,2,0,1,No,No,No,Outdated,2021-12-01,19,12,No,2,64,17,19,32,21,0,8,0,1,0,1,,0.01,,2.5,25,7,4,1,No,No,No,35,Sometimes,No,26,642,622,27,12,20,10,9,8,3,9,14,57,28,93,37.95
NYA041,2024Q2,Nyamagabe Health Center 1,Nyamagabe,Southern,District,-2.8864,30.7707,No,0,2,3,3,2,0,1,No,No,No,Outdated,2021-12-01,19,12,No,2,64,17,19,32,21,0,8,0,1,0,1,,0.01,,2.5,25,7,4,1,No,No,No,35,Sometimes,No,26,445,430,18,9,15,7,6,5,1,8,14,45,19,56,37.199999999999996
NYA041,2024Q3,Nyamagabe Health Center 1,Nyamagabe,Southern,District,-2.8864,30.7707,No,0,2,3,3,2,0,1,No,No,No,Outdated,2021-12-01,19,12,No,2,64,17,19,32,21,0,8,0,1,0,1,,0.01,,2.5,25,7,4,1,No,No,No,35,Sometimes,No,26,465,455,24,9,10,7,8,8,1,9,14,52,22,75,37.9
NYA041,2024Q4,Nyamagabe Health Center 1,Nyamagabe,Southern,District,-2.8864,30.7707,No,0,2,3,3,2,0,1,No,No,No,Outdated,2021-12-01,19,12,No,2,64,17,19,32,21,0,8,0,1,0,1,,0.01,,2.5,25,7,4,1,No,No,No,35,Sometimes,No,26,324,315,13,6,9,5,4,4,1,5,11,33,21,53,37.099999999999994
NYA042,2024Q1,Nyamagabe Health Center 2,Nyamagabe,Southern,Health Center,-2.1645,29.553,No,0,1,2,3,1,0,1,Yes,No,No,Outdated,2022-07-01,24,32,No,2,78,40,14,38,27,0,6,0,0,0,0,2023-11-01,0.01,Partial,2.4,35,6,1,2,No,Yes,No,13,Sometimes,No,36,315,305,14,5,10,3,3,3,0,10,6,30,17,47,37.325
NYA042,2024Q2,Nyamagabe Health Center 2,Nyamagabe,Southern,Health Center,-2.1645,29.553,No,0,1,2,3,1,0,1,Yes,No,No,Outdated,2022-07-01,24,32,No,2,78,40,14,38,27,0,6,0,0,0,0,2023-11-01,0.01,Partial,2.4,35,6,1,2,No,Yes,No,13,Sometimes,No,36,238,230,9,3,8,2,3,2,0,5,7,25,13,33,37.5
NYA042,2024Q3,Nyamagabe Health Center 2,Nyamagabe,Southern,Health Center,-2.1645,29.553,No,0,1,2,3,1,0,1,Yes,No,No,Outdated,2022-07-01,24,32,No,2,78,40,14,38,27,0,6,0,0,0,0,2023-11-01,0.01,Partial,2.4,35,6,1,2,No,Yes,No,13,Sometimes,No,36,317,306,16,5,11,5,5,4,1,6,10,35,10,43,37.1
NYA042,2024Q4,Nyamagabe Health Center 2,Nyamagabe,Southern,Health Center,-2.1645,29.553,No,0,1,2,3,1,0,1,Yes,No,No,Outdated,2022-07-01,24,32,No,2,78,40,14,38,27,0,6,0,0,0,0,2023-11-01,0.01,Partial,2.4,35,6,1,2,No,Yes,No,13,Sometimes,No,36,192,187,11,3,5,3,3,3,0,5,4,20,9,31,36.95
NYA043,2024Q1,Nyamagabe Health Center 3,Nyamagabe,Southern,District,-1.3796,29.2168,No,0,1,2,1,2,0,1,No,Yes,No,Outdated,2023-04-01,14,7,No,2,84,35,19,31,20,2,8,0,1,0,0,2022-09-01,0.01,Partial,1.1,22,2,5,2,No,Yes,Partial,25,Sometimes,No,29,542,526,20,8,16,6,6,4,1,11,14,65,30,86,37.224999999999994
NYA043,2024Q2,Nyamagabe Health Center 3,Nyamagabe,Southern,District,-1.3796,29.2168,No,0,1,2,1,2,0,1,No,Yes,No,Outdated,2023-04-01,14,7,No,2,84,35,19,31,20,2,8,0,1,0,0,2022-09-01,0.01,Partial,1.1,22,2,5,2,No,Yes,Partial,25,Sometimes,No,29,419,408,21,7,11,7,7,6,1,7,13,54,29,56,36.93333333333333
NYA043,2024Q3,Nyamagabe Health Center 3,Nyamagabe,Southern,District,-1.3796,29.2168,No,0,1,2,1,2,0,1,No,Yes,No,Outdated,2023-04-01,14,7,No,2,84,35,19,31,20,2,8,0,1,0,0,2022-09-01,0.01,Partial,1.1,22,2,5,2,No,Yes,Partial,25,Sometimes,No,29,404,394,17,7,10,6,6,5,0,7,16,43,18,57,37.36666666666667
NYA043,2024Q4,Nyamagabe Health Center 3,Nyamagabe,Southern,District,-1.3796,29.2168,No,0,1,2,1,2,0,1,No,Yes,No,Outdated,2023-04-01,14,7,No,2,84,35,19,31,20,2,8,0,1,0,0,2022-09-01,0.01,Partial,1.1,22,2,5,2,No,Yes,Partial,25,Sometimes,No,29,276,266,10,4,10,3,3,3,0,5,5,33,12,46,38.05
MUS044,2024Q1,Musanze Hospital,Musanze,Northern,Provincial,-2.5616,29.3119,Yes,11,3,5,4,2,0,3,Yes,Yes,No,No,,74,57,No,3,86,61,62,67,58,4,18,3,2,0,3,2023-09-01,0.03,Full,2.3,40,35,12,2,Yes,Yes,Yes,11,Usually,No,60,1218,1174,28,9,44,9,9,8,2,9,44,153,76,188,37.025
MUS044,2024Q2,Musanze Hospital,Musanze,Northern,Provincial,-2.5616,29.3119,Yes,11,3,5,4,2,0,3,Yes,Yes,No,No,,74,57,No,3,86,61,62,67,58,4,18,3,2,0,3,2023-09-01,0.03,Full,2.3,40,35,12,2,Yes,Yes,Yes,11,Usually,No,60,821,800,20,8,21,7,6,6,1,8,33,96,45,111,37.6
MUS044,2024Q3,Musanze Hospital,Musanze,Northern,Provincial,-2.5616,29.3119,Yes,11,3,5,4,2,0,3,Yes,Yes,No,No,,74,57,No,3,86,61,62,67,58,4,18,3,2,0,3,2023-09-01,0.03,Full,2.3,40,35,12,2,Yes,Yes,Yes,11,Usually,No,60,720,701,16,6,19,5,6,4,1,6,30,88,37,90,37.26666666666667
MUS044,2024Q4,Musanze Hospital,Musanze,Northern,Provincial,-2.5616,29.3119,Yes,11,3,5,4,2,0,3,Yes,Yes,No,No,,74,57,No,3,86,61,62,67,58,4,18,3,2,0,3,2023-09-01,0.03,Full,2.3,40,35,12,2,Yes,Yes,Yes,11,Usually,No,60,562,549,16,5,13,6,5,4,1,5,13,52,30,94,37.650000000000006
MUS045,2024Q1,Musanze Health Center 1,Musanze,Northern,Provincial,-1.8774,30.3845,No,0,7,9,4,5,2,3,Partial,Yes,Yes,Yes,2025-03-01,77,74,No,3,86,48,59,56,54,2,17,4,2,0,2,2025-04-01,0.03,Partial,1.6,31,27,9,4,No,Yes,Yes,18,Sometimes,No,63,1048,1019,27,10,29,9,9,7,3,9,33,94,60,151,37.525
MUS045,2024Q2,Musanze Health Center 1,Musanze,Northern,Provincial,-1.8774,30.3845,No,0,7,9,4,5,2,3,Partial,Yes,Yes,Yes,2025-03-01,77,74,No,3,86,48,59,56,54,2,17,4,2,0,2,2025-04-01,0.03,Partial,1.6,31,27,9,4,No,Yes,Yes,18,Sometimes,No,63,856,841,19,6,15,6,7,6,1,5,26,97,37,110,37.9
MUS045,2024Q3,Musanze Health Center 1,Musanze,Northern,Provincial,-1.8774,30.3845,No,0,7,9,4,5,2,3,Partial,Yes,Yes,Yes,2025-03-01,77,74,No,3,86,48,59,56,54,2,17,4,2,0,2,2025-04-01,0.03,Partial,1.6,31,27,9,4,No,Yes,Yes,18,Sometimes,No,63,859,831,17,8,28,6,7,5,0,7,25,100,31,128,37.699999999999996
MUS045,2024Q4,Musanze Health Center 1,Musanze,Northern,Provincial,-1.8774,30.3845,No,0,7,9,4,5,2,3,Partial,Yes,Yes,Yes,2025-03-01,77,74,No,3,86,48,59,56,54,2,17,4,2,0,2,2025-04-01,0.03,Partial,1.6,31,27,9,4,No,Yes,Yes,18,Sometimes,No,63,585,574,11,5,11,4,4,3,1,4,18,52,24,73,36.95
MUS046,2024Q1,Musanze Health Center 2,Musanze,Northern,Provincial,-2.8251,29.35,Yes,9,3,5,5,2,1,2,Yes,No,Yes,Yes,2024-09-01,75,51,No,3,84,56,46,71,37,3,16,2,3,0,2,2024-11-01,0.03,Partial,2.8,35,48,5,4,No,Yes,Yes,17,Usually,No,50,1025,997,21,9,28,7,8,6,1,8,29,121,47,129,37.3
MUS046,2024Q2,Musanze Health Center 2,Musanze,Northern,Provincial,-2.8251,29.35,Yes,9,3,5,5,2,1,2,Yes,No,Yes,Yes,2024-09-01,75,51,No,3,84,56,46,71,37,3,16,2,3,0,2,2024-11-01,0.03,Partial,2.8,35,48,5,4,No,Yes,Yes,17,Usually,No,50,807,784,25,7,23,9,8,7,2,6,29,98,54,116,37.53333333333333
MUS046,2024Q3,Musanze Health Center 2,Musanze,Northern,Provincial,-2.8251,29.35,Yes,9,3,5,5,2,1,2,Yes,No,Yes,Yes,2024-09-01,75,51,No,3,84,56,46,71,37,3,16,2,3,0,2,2024-11-01,0.03,Partial,2.8,35,48,5,4,No,Yes,Yes,17,Usually,No,50,734,710,13,8,24,4,6,3,0,8,23,71,43,94,37.699999999999996
MUS046,2024Q4,Musanze Health Center 2,Musanze,Northern,Provincial,-2.8251,29.35,Yes,9,3,5,5,2,1,2,Yes,No,Yes,Yes,2024-09-01,75,51,No,3,84,56,46,71,37,3,16,2,3,0,2,2024-11-01,0.03,Partial,2.8,35,48,5,4,No,Yes,Yes,17,Usually,No,50,528,512,10,4,16,3,3,2,0,6,12,57,27,89,38.05
BUR047,2024Q1,Burera Hospital,Burera,Northern,District,-1.012,30.5424,No,0,1,2,3,1,0,1,No,No,No,Yes,2025-02-01,14,14,No,0,56,36,16,51,27,2,6,1,0,0,1,2022-07-01,0.01,,2.7,19,8,1,1,No,Yes,Partial,20,Rarely,No,37,540,523,28,11,17,12,11,9,3,4,16,57,25,73,37.575
BUR047,2024Q2,Burera Hospital,Burera,Northern,District,-1.012,30.5424,No,0,1,2,3,1,0,1,No,No,No,Yes,2025-02-01,14,14,No,0,56,36,16,51,27,2,6,1,0,0,1,2022-07-01,0.01,,2.7,19,8,1,1,No,Yes,Partial,20,Rarely,No,37,396,384,14,6,12,4,4,4,0,8,10,45,16,71,37.5
BUR047,2024Q3,Burera Hospital,Burera,Northern,District,-1.012,30.5424,No,0,1,2,3,1,0,1,No,No,No,Yes,2025-02-01,14,14,No,0,56,36,16,51,27,2,6,1,0,0,1,2022-07-01,0.01,,2.7,19,8,1,1,No,Yes,Partial,20,Rarely,No,37,479,467,22,8,12,9,8,6,1,6,17,47,33,72,37.46666666666667
BUR047,2024Q4,Burera Hospital,Burera,Northern,District,-1.012,30.5424,No,0,1,2,3,1,0,1,No,No,No,Yes,2025-02-01,14,14,No,0,56,36,16,51,27,2,6,1,0,0,1,2022-07-01,0.01,,2.7,19,8,1,1,No,Yes,Partial,20,Rarely,No,37,301,294,11,4,7,3,4,3,1,4,10,25,15,54,37.65
BUR048,2024Q1,Burera Health Center 1,Burera,Northern,Health Center,-1.9362,30.3757,No,0,1,2,2,0,0,2,Yes,Yes,Yes,Yes,2024-01-01,21,30,No,2,83,42,35,35,25,2,12,0,0,0,1,2023-12-01,0.01,Partial,1.0,29,9,6,0,No,No,No,30,Sometimes,No,27,347,337,16,5,10,5,4,3,1,8,9,34,16,53,37.65
BUR048,2024Q2,Burera Health Center 1,Burera,Northern,Health Center,-1.9362,30.3757,No,0,1,2,2,0,0,2,Yes,Yes,Yes,Yes,2024-01-01,21,30,No,2,83,42,35,35,25,2,12,0,0,0,1,2023-12-01,0.01,Partial,1.0,29,9,6,0,No,No,No,30,Sometimes,No,27,304,295,13,5,9,4,4,3,0,7,8,37,20,41,36.800000000000004
BUR048,2024Q3,Burera Health Center 1,Burera,Northern,Health Center,-1.9362,30.3757,No,0,1,2,2,0,0,2,Yes,Yes,Yes,Yes,2024-01-01,21,30,No,2,83,42,35,35,25,2,12,0,0,0,1,2023-12-01,0.01,Partial,1.0,29,9,6,0,No,No,No,30,Sometimes,No,27,227,221,9,3,6,2,3,1,0,6,4,26,10,34,37.86666666666667
BUR048,2024Q4,Burera Health Center 1,Burera,Northern,Health Center,-1.9362,30.3757,No,0,1,2,2,0,0,2,Yes,Yes,Yes,Yes,2024-01-01,21,30,No,2,83,42,35,35,25,2,12,0,0,0,1,2023-12-01,0.01,Partial,1.0,29,9,6,0,No,No,No,30,Sometimes,No,27,131,128,6,2,3,2,2,1,0,3,3,15,6,15,37.2
BUR049,2024Q1,Burera Health Center 2,Burera,Northern,Health Center,-1.0002,29.3051,No,0,0,0,2,0,0,2,Yes,Yes,Yes,Yes,2025-01-01,15,31,No,0,63,11,22,29,28,2,6,1,0,0,1,,0.01,,3.9,26,11,4,2,No,No,No,34,Rarely,No,27,365,356,18,5,9,5,4,3,0,11,11,34,17,49,36.925
BUR049,2024Q2,Burera Health Center 2,Burera,Northern,Health Center,-1.0002,29.3051,No,0,0,0,2,0,0,2,Yes,Yes,Yes,Yes,2025-01-01,15,31,No,0,63,11,22,29,28,2,6,1,0,0,1,,0.01,,3.9,26,11,4,2,No,No,No,34,Rarely,No,27,307,298,16,5,9,5,5,3,1,7,11,32,18,47,37.266666666666666
BUR049,2024Q3,Burera Health Center 2,Burera,Northern,Health Center,-1.0002,29.3051,No,0,0,0,2,0,0,2,Yes,Yes,Yes,Yes,2025-01-01,15,31,No,0,63,11,22,29,28,2,6,1,0,0,1,,0.01,,3.9,26,11,4,2,No,No,No,34,Rarely,No,27,257,250,13,5,7,3,3,3,0,9,8,31,15,37,37.13333333333333
BUR049,2024Q4,Burera Health Center 2,Burera,Northern,Health Center,-1.0002,29.3051,No,0,0,0,2,0,0,2,Yes,Yes,Yes,Yes,2025-01-01,15,31,No,0,63,11,22,29,28,2,6,1,0,0,1,,0.01,,3.9,26,11,4,2,No,No,No,34,Rarely,No,27,182,178,7,2,4,1,1,1,0,6,7,18,9,25,37.05
GAK050,2024Q1,Gakenke Hospital,Gakenke,Northern,Health Center,-1.5782,29.5641,No,0,2,4,0,0,0,2,Partial,Yes,Yes,Yes,2024-04-01,50,30,No,1,77,36,22,28,33,2,9,2,1,0,0,,0.02,,1.6,22,3,2,2,No,Yes,Partial,29,Sometimes,No,38,379,366,18,6,13,5,4,3,0,12,14,35,18,54,37.275
GAK050,2024Q2,Gakenke Hospital,Gakenke,Northern,Health Center,-1.5782,29.5641,No,0,2,4,0,0,0,2,Partial,Yes,Yes,Yes,2024-04-01,50,30,No,1,77,36,22,28,33,2,9,2,1,0,0,,0.02,,1.6,22,3,2,2,No,Yes,Partial,29,Sometimes,No,38,223,215,10,3,8,2,2,2,0,7,5,26,13,31,37.166666666666664
GAK050,2024Q3,Gakenke Hospital,Gakenke,Northern,Health Center,-1.5782,29.5641,No,0,2,4,0,0,0,2,Partial,Yes,Yes,Yes,2024-04-01,50,30,No,1,77,36,22,28,33,2,9,2,1,0,0,,0.02,,1.6,22,3,2,2,No,Yes,Partial,29,Sometimes,No,38,280,271,11,5,9,3,4,2,0,7,7,33,11,35,37.06666666666666
GAK050,2024Q4,Gakenke Hospital,Gakenke,Northern,Health Center,-1.5782,29.5641,No,0,2,4,0,0,0,2,Partial,Yes,Yes,Yes,2024-04-01,50,30,No,1,77,36,22,28,33,2,9,2,1,0,0,,0.02,,1.6,22,3,2,2,No,Yes,Partial,29,Sometimes,No,38,136,130,8,2,6,2,2,2,0,4,4,14,7,16,37.6
GAK051,2024Q1,Gakenke Health Center 1,Gakenke,Northern,Health Center,-2.4274,30.5975,No,0,0,1,1,1,0,1,Yes,No,No,Outdated,2022-07-01,32,20,No,0,70,36,18,32,20,2,11,2,1,0,1,2022-07-01,0.02,,2.1,24,3,2,2,No,Yes,Partial,25,Rarely,No,44,309,300,14,6,9,4,4,2,1,9,10,31,15,38,37.599999999999994
GAK051,2024Q2,Gakenke Health Center 1,Gakenke,Northern,Health Center,-2.4274,30.5975,No,0,0,1,1,1,0,1,Yes,No,No,Outdated,2022-07-01,32,20,No,0,70,36,18,32,20,2,11,2,1,0,1,2022-07-01,0.02,,2.1,24,3,2,2,No,Yes,Partial,25,Rarely,No,44,240,231,9,4,9,2,2,2,0,7,7,27,14,31,37.699999999999996
GAK051,2024Q3,Gakenke Health Center 1,Gakenke,Northern,Health Center,-2.4274,30.5975,No,0,0,1,1,1,0,1,Yes,No,No,Outdated,2022-07-01,32,20,No,0,70,36,18,32,20,2,11,2,1,0,1,2022-07-01,0.02,,2.1,24,3,2,2,No,Yes,Partial,25,Rarely,No,44,253,245,11,5,8,3,3,3,0,7,7,24,11,38,37.300000000000004
GAK051,2024Q4,Gakenke Health Center 1,Gakenke,Northern,Health Center,-2.4274,30.5975,No,0,0,1,1,1,0,1,Yes,No,No,Outdated,2022-07-01,32,20,No,0,70,36,18,32,20,2,11,2,1,0,1,2022-07-01,0.02,,2.1,24,3,2,2,No,Yes,Partial,25,Rarely,No,44,187,180,10,3,7,3,3,3,0,4,4,22,8,25,36.6
GAK052,2024Q1,Gakenke Health Center 2,Gakenke,Northern,District,-1.3485,29.3503,No,0,2,2,2,2,0,1,Yes,No,Yes,No,,39,18,No,2,60,43,17,46,20,0,5,0,1,0,0,2024-07-01,0.01,Partial,1.3,18,12,4,0,No,No,No,32,Sometimes,No,36,654,634,28,14,20,12,11,8,2,9,27,61,30,81,36.975
GAK052,2024Q2,Gakenke Health Center 2,Gakenke,Northern,District,-1.3485,29.3503,No,0,2,2,2,2,0,1,Yes,No,Yes,No,,39,18,No,2,60,43,17,46,20,0,5,0,1,0,0,2024-07-01,0.01,Partial,1.3,18,12,4,0,No,No,No,32,Sometimes,No,36,488,476,28,11,12,11,9,8,2,9,16,60,28,65,37.43333333333333
GAK052,2024Q3,Gakenke Health Center 2,Gakenke,Northern,District,-1.3485,29.3503,No,0,2,2,2,2,0,1,Yes,No,Yes,No,,39,18,No,2,60,43,17,46,20,0,5,0,1,0,0,2024-07-01,0.01,Partial,1.3,18,12,4,0,No,No,No,32,Sometimes,No,36,526,507,26,10,19,10,8,8,2,8,15,57,33,66,37.333333333333336
